N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
970.0,KODEX 건설,2615.0,45.0,+1.75%,0.0,575.0,22000.0,0.25,104936.0,,
971.0,SJM홀딩스,3840.0,90.0,-2.29%,500.0,573.0,14934.0,4.39,1004234.0,15.87,2.84
972.0,TIGER KEDI혁신기업ESG30,8325.0,25.0,+0.30%,0.0,570.0,6850.0,0.19,25650.0,,
973.0,DL우,33800.0,150.0,+0.45%,5000.0,570.0,1686.0,6.92,861.0,4.55,
974.0,KODEX 미국반도체MV,8715.0,215.0,-2.41%,0.0,566.0,6500.0,0.01,35507.0,,
975.0,국동,1020.0,30.0,-2.86%,500.0,565.0,55409.0,3.17,498061.0,-12.0,-8.54
976.0,상신브레이크,2610.0,20.0,-0.76%,500.0,560.0,21471.0,1.59,6221.0,12.86,5.67
977.0,MH에탄올,7570.0,30.0,-0.39%,500.0,559.0,7379.0,0.18,8288.0,10.31,9.52
978.0,KODEX 유럽탄소배출권선물ICE(H),10510.0,50.0,-0.47%,0.0,555.0,5280.0,0.01,26349.0,,
979.0,에넥스,924.0,4.0,+0.43%,500.0,554.0,59992.0,1.71,226306.0,24.97,17.95
980.0,KODEX 200IT TR,10055.0,185.0,+1.87%,0.0,553.0,5500.0,0.0,65.0,,
981.0,성안,970.0,20.0,-2.02%,500.0,552.0,56858.0,0.45,249370.0,2.22,87.37
982.0,서원,1160.0,10.0,-0.85%,500.0,551.0,47475.0,1.02,61633.0,4.87,12.66
983.0,한국전자홀딩스,1175.0,20.0,-1.67%,500.0,550.0,46803.0,4.38,86176.0,2.1,20.34
984.0,금비,54800.0,300.0,-0.54%,5000.0,548.0,1000.0,0.62,2937.0,-16.91,3.62
985.0,KODEX K-미래차액티브,8490.0,30.0,+0.35%,0.0,548.0,6450.0,0.0,3684.0,,
986.0,TIGER 미국S&P500선물인버스(H),4460.0,5.0,-0.11%,0.0,544.0,12200.0,0.1,141365.0,,
987.0,신한 레버리지 은 선물 ETN(H),5425.0,165.0,-2.95%,0.0,542.0,10000.0,0.0,68442.0,,
988.0,케이비아이동국실업,540.0,10.0,-1.82%,500.0,541.0,100273.0,0.55,59886.0,-1.53,-13.24
989.0,선도전기,3000.0,0.0,0.00%,500.0,540.0,18000.0,5.49,0.0,-3.12,-11.53
990.0,동양피스톤,4100.0,30.0,-0.73%,500.0,540.0,13168.0,0.7,25926.0,27.33,7.27
991.0,KODEX 미국달러선물레버리지,14495.0,205.0,-1.39%,0.0,536.0,3700.0,0.0,426191.0,,
992.0,KB Wise 분할매매 ETN,8915.0,0.0,0.00%,0.0,535.0,6000.0,0.0,0.0,,
993.0,TIGER 미국S&P500레버리지(합성 H),20120.0,70.0,+0.35%,0.0,531.0,2640.0,0.0,14013.0,,
994.0,부산주공,725.0,9.0,+1.26%,500.0,529.0,72929.0,0.97,610540.0,-2.88,-47.16
995.0,TIGER 차이나바이오테크SOLACTIVE,6725.0,80.0,-1.18%,0.0,525.0,7800.0,0.45,11149.0,,
996.0,SJM,3360.0,95.0,-2.75%,500.0,524.0,15605.0,11.54,45099.0,11.43,4.18
997.0,TIGER 소프트웨어,7845.0,5.0,+0.06%,0.0,524.0,6680.0,0.03,56094.0,,
998.0,베트남개발1,380.0,40.0,-9.52%,0.0,523.0,137680.0,0.22,205882703.0,,
999.0,KODEX 미국종합채권SRI액티브(H),92665.0,25.0,+0.03%,0.0,522.0,563.0,1.25,97.0,,
1000.0,KBSTAR Fn컨택트대표,7085.0,55.0,+0.78%,0.0,520.0,7340.0,0.06,19449.0,,
1001.0,롯데칠성우,66900.0,300.0,-0.45%,500.0,519.0,775.0,7.59,558.0,4.08,
1002.0,KBSTAR 국채선물5년추종인버스,55000.0,445.0,-0.80%,0.0,518.0,942.0,0.0,12.0,,
1003.0,HANARO 단기채권액티브,101155.0,40.0,-0.04%,0.0,516.0,510.0,0.02,137180.0,,
1004.0,삼성 코스피 풋매도 ETN,10280.0,0.0,0.00%,0.0,514.0,5000.0,0.0,0.0,,
1005.0,한익스프레스,4270.0,140.0,-3.17%,500.0,512.0,12000.0,1.05,31817.0,266.88,4.12
1006.0,ARIRANG 미국S&P500(H),15525.0,85.0,+0.55%,0.0,512.0,3300.0,0.01,17698.0,,
1007.0,KBSTAR 국채선물3년,49965.0,335.0,+0.67%,0.0,508.0,1016.0,0.0,15.0,,
1008.0,TIGER 화장품,1785.0,40.0,-2.19%,0.0,507.0,28410.0,0.1,196023.0,,
1009.0,신한 S&P500 VIX S/T 선물 ETN C,10100.0,130.0,-1.27%,0.0,505.0,5000.0,0.0,49606.0,,
1010.0,KC코트렐,2865.0,40.0,-1.38%,500.0,504.0,17600.0,0.6,27589.0,-4.26,38.07
1011.0,TIGER 글로벌BBIG액티브,9590.0,100.0,-1.03%,0.0,503.0,5240.0,0.0,2765.0,,
1012.0,히어로즈 단기채권ESG액티브,100070.0,0.0,0.00%,0.0,500.0,500.0,0.2,0.0,,
1013.0,HANARO 글로벌럭셔리S&P(합성),15495.0,20.0,-0.13%,0.0,497.0,3210.0,0.11,3715.0,,
1014.0,DL이앤씨우,23450.0,250.0,-1.05%,5000.0,496.0,2114.0,5.87,2832.0,1.93,
1015.0,바다로19호,3260.0,15.0,-0.46%,5000.0,496.0,15200.0,1.15,12203.0,2.69,34.58
1016.0,KOSEF 통안채1년,101045.0,55.0,+0.05%,0.0,495.0,490.0,0.0,10451.0,,
1017.0,미래에셋 전기전자 Core5 ETN,24710.0,0.0,0.00%,0.0,494.0,2000.0,0.0,0.0,,
1018.0,SOL 200 Top10,7375.0,85.0,+1.17%,0.0,494.0,6700.0,0.0,534.0,,
1019.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,19655.0,685.0,+3.61%,0.0,491.0,2500.0,0.0,161317.0,,
1020.0,갤럭시아에스엠,1780.0,25.0,-1.39%,500.0,490.0,27550.0,0.26,67696.0,9.57,13.69
1021.0,티웨이홀딩스,446.0,16.0,+3.72%,500.0,488.0,109472.0,0.99,255416.0,1.04,-118.36
1022.0,윌비스,722.0,13.0,+1.83%,1000.0,485.0,67236.0,3.93,104996.0,240.67,-8.01
1023.0,TIGER 200TR,15640.0,115.0,+0.74%,0.0,485.0,3100.0,6.73,10513.0,,
1024.0,TIGER 유로스탁스50(합성 H),11530.0,80.0,-0.69%,0.0,484.0,4200.0,0.0,4125.0,,
1025.0,KODEX Fn성장,11800.0,60.0,+0.51%,0.0,484.0,4100.0,0.0,37294.0,,
1026.0,SHD,39700.0,2100.0,-5.02%,5000.0,482.0,1215.0,2.81,48963.0,5.59,15.41
1027.0,대림통상,3145.0,50.0,-1.56%,1000.0,479.0,15225.0,0.79,975.0,12.1,0.38
1028.0,참엔지니어링,804.0,24.0,+3.08%,500.0,473.0,58867.0,1.9,435273.0,5.91,-2.55
1029.0,영화금속,876.0,16.0,-1.79%,500.0,468.0,53395.0,1.58,176014.0,-2.66,-27.53
1030.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,18635.0,985.0,-5.02%,0.0,466.0,2500.0,0.0,178165.0,,
1031.0,SG글로벌,1035.0,10.0,+0.98%,500.0,465.0,44964.0,0.75,105427.0,-6.9,-4.45
1032.0,KINDEX 단기채권알파액티브,99985.0,50.0,-0.05%,0.0,464.0,464.0,0.0,92.0,,
1033.0,KBSTAR 대형고배당10TR,13000.0,95.0,+0.74%,0.0,462.0,3550.0,0.0,155.0,,
1034.0,TIGER 글로벌클라우드컴퓨팅INDXX,7935.0,120.0,-1.49%,0.0,460.0,5800.0,0.89,6048.0,,
1035.0,삼성 인버스 2X 나스닥 100 ETN(H),9190.0,35.0,+0.38%,0.0,460.0,5000.0,0.0,271859.0,,
1036.0,HANARO 200선물인버스,12370.0,85.0,-0.68%,0.0,458.0,3700.0,3.77,4981.0,,
1037.0,KODEX 아시아달러채권SRI플러스액티브,51595.0,125.0,-0.24%,0.0,456.0,884.0,0.0,91.0,,
1038.0,동일제강,2245.0,25.0,-1.10%,500.0,456.0,20300.0,3.32,55034.0,4.52,5.82
1039.0,초록뱀헬스케어,538.0,13.0,-2.36%,500.0,456.0,84705.0,1.31,401618.0,-2.06,7.92
1040.0,원림,19800.0,300.0,+1.54%,5000.0,455.0,2298.0,1.83,2688.0,7.96,1.33
1041.0,에쓰씨엔지니어링,1450.0,50.0,-3.33%,500.0,453.0,31249.0,0.65,178209.0,-7.07,
1042.0,TIGER 퓨처모빌리티액티브,8225.0,15.0,-0.18%,0.0,452.0,5500.0,5.01,4322.0,,
1043.0,센트럴인사이트,2490.0,0.0,0.00%,500.0,452.0,18136.0,1.61,0.0,-14.56,-42.37
1044.0,TIGER 코스닥150 레버리지,6750.0,115.0,+1.73%,0.0,449.0,6650.0,6.95,371647.0,,
1045.0,미래아이앤지,320.0,11.0,+3.56%,100.0,446.0,139418.0,0.8,30210571.0,-1.59,-22.53
1046.0,키움 코스피 200 ETN,8850.0,0.0,0.00%,0.0,442.0,5000.0,0.0,0.0,,
1047.0,신풍제지,1260.0,5.0,+0.40%,500.0,440.0,34959.0,0.86,61953.0,-2.62,-10.55
1048.0,케이탑리츠,912.0,8.0,-0.87%,1000.0,438.0,48061.0,15.41,39965.0,3.95,
1049.0,평화홀딩스,2995.0,65.0,+2.22%,500.0,438.0,14625.0,14.84,68182.0,-1.44,-15.86
1050.0,유화증권우,2500.0,10.0,-0.40%,1000.0,437.0,17476.0,0.0,31.0,32.89,
1051.0,KODEX 차이나심천ChiNext(합성),10865.0,35.0,-0.32%,0.0,435.0,4000.0,1.63,8765.0,,
1052.0,KODEX 차이나H,14935.0,345.0,-2.26%,0.0,433.0,2900.0,27.59,10285.0,,
1053.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8305.0,35.0,+0.42%,0.0,432.0,5200.0,0.0,34921.0,,
1054.0,한화솔루션우,38350.0,850.0,+2.27%,5000.0,431.0,1124.0,1.02,9718.0,21.11,
1055.0,동원금속,921.0,54.0,-5.54%,500.0,431.0,46755.0,2.21,322687.0,2.59,48.51
1056.0,삼성 미국 대형 성장주 ETN,21455.0,230.0,-1.06%,0.0,429.0,2000.0,0.0,43.0,,
1057.0,SUN&L,3400.0,120.0,-3.41%,1000.0,429.0,12608.0,0.49,3145.0,-1.42,-17.83
1058.0,이화산업,15200.0,50.0,-0.33%,5000.0,426.0,2800.0,0.28,848.0,50.0,38.34
1059.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),17000.0,720.0,+4.42%,0.0,425.0,2500.0,0.0,72130.0,,
1060.0,KINDEX 인도네시아MSCI(합성),11165.0,30.0,-0.27%,0.0,424.0,3800.0,0.01,8975.0,,
1061.0,형지엘리트,1355.0,0.0,0.00%,500.0,422.0,31155.0,0.43,46234.0,5.21,12.63
1062.0,TIGER 미국필라델피아반도체레버리지(합성),6560.0,315.0,-4.58%,0.0,420.0,6410.0,0.34,224669.0,,
1063.0,신한 인버스 2X 천연가스 선물 ETN(H),140.0,5.0,+3.70%,0.0,420.0,300000.0,0.0,391499.0,,
1064.0,우신시스템,2285.0,80.0,-3.38%,500.0,418.0,18314.0,0.86,143084.0,-12.42,-13.92
1065.0,TIGER 미국나스닥바이오,20080.0,210.0,+1.06%,0.0,418.0,2080.0,0.12,7435.0,,
1066.0,WISCOM,2725.0,40.0,-1.45%,500.0,418.0,15326.0,2.84,12681.0,2725.0,1.02
1067.0,대신 인버스 2X 알루미늄 선물 ETN(H),41460.0,410.0,+1.00%,0.0,415.0,1000.0,0.0,406.0,,
1068.0,호텔신라우,55000.0,200.0,+0.36%,5000.0,414.0,752.0,1.86,542.0,65.95,
1069.0,ARIRANG 미국S&P500,9845.0,50.0,-0.51%,0.0,413.0,4200.0,0.0,874.0,,
1070.0,KBSTAR 국채선물5년추종,46290.0,400.0,+0.87%,0.0,411.0,888.0,0.0,3.0,,
1071.0,TIGER 차이나클린에너지SOLACTIVE,9560.0,55.0,+0.58%,0.0,409.0,4280.0,1.86,6234.0,,
1072.0,미래에셋 원자재 선물 ETN(H),13630.0,160.0,-1.16%,0.0,409.0,3000.0,0.0,14.0,,
1073.0,QV 레버리지 S&P500 ETN,20355.0,95.0,-0.46%,0.0,407.0,2000.0,0.0,11.0,,
1074.0,KINDEX KRX금현물,10995.0,30.0,-0.27%,0.0,407.0,3700.0,0.0,30068.0,,
1075.0,경인전자,25850.0,250.0,-0.96%,5000.0,406.0,1571.0,11.95,2452.0,8.59,6.51
1076.0,KBSTAR 200선물인버스2X,3700.0,60.0,-1.60%,0.0,403.0,10900.0,8.78,100622.0,,
1077.0,인바이오젠,751.0,134.0,-15.14%,500.0,401.0,53397.0,0.72,9087918.0,-5.73,73.56
1078.0,KBSTAR 중기우량회사채,100290.0,275.0,+0.27%,0.0,399.0,398.0,0.0,507.0,,
1079.0,QV 코스닥 150 ETN,9925.0,75.0,+0.76%,0.0,397.0,4000.0,0.0,4.0,,
1080.0,태양금속,1080.0,20.0,-1.82%,500.0,396.0,36700.0,0.55,53438.0,-2.73,-12.62
1081.0,KODEX ESG종합채권(A-이상)액티브,98065.0,105.0,-0.11%,0.0,396.0,404.0,0.0,1000.0,,
1082.0,동원수산,8510.0,150.0,-1.73%,5000.0,396.0,4654.0,6.3,22021.0,3.9,14.25
1083.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,19690.0,660.0,+3.47%,0.0,394.0,2000.0,0.0,47916.0,,
1084.0,HANARO Fn K-뉴딜디지털플러스,7740.0,20.0,-0.26%,0.0,391.0,5050.0,0.0,460.0,,
1085.0,TIGER 레버리지,11775.0,180.0,+1.55%,0.0,389.0,3300.0,3.1,42164.0,,
1086.0,동양고속,13400.0,100.0,-0.74%,5000.0,388.0,2896.0,0.32,732.0,-1.8,-25.08
1087.0,인디에프,548.0,3.0,-0.54%,500.0,388.0,70713.0,0.23,124442.0,-2.29,-50.83
1088.0,우진아이엔에스,5070.0,500.0,-8.98%,500.0,386.0,7622.0,0.81,47008.0,-18.17,-3.24
1089.0,세기상사,7270.0,230.0,-3.07%,500.0,385.0,5293.0,1.69,6432.0,-14.93,-9.91
1090.0,TRUE 코스피 양매도 3% OTM ETN,7645.0,0.0,0.00%,0.0,382.0,5000.0,0.0,0.0,,
1091.0,ARIRANG ESG가치주액티브,6920.0,30.0,+0.44%,0.0,381.0,5500.0,0.98,116.0,,
1092.0,롯데지주우,47050.0,250.0,-0.53%,200.0,379.0,806.0,0.41,491.0,14.8,
1093.0,비비안,1270.0,15.0,-1.17%,500.0,378.0,29794.0,1.6,102751.0,-2.5,-3.32
1094.0,미래산업,8440.0,70.0,-0.82%,500.0,376.0,4452.0,3.08,32040.0,4.17,10.07
1095.0,KODEX 코스피TR,10420.0,15.0,+0.14%,0.0,375.0,3600.0,0.0,168.0,,
1096.0,KODEX 차이나H레버리지(H),1705.0,75.0,-4.21%,0.0,375.0,22000.0,0.0,622082.0,,
1097.0,이스타코,875.0,24.0,-2.67%,500.0,375.0,42852.0,1.21,186058.0,291.67,3.02
1098.0,SK디스커버리우,27600.0,100.0,-0.36%,5000.0,375.0,1358.0,0.94,786.0,2.75,
1099.0,KODEX 고배당,8905.0,45.0,+0.51%,0.0,374.0,4200.0,0.0,12136.0,,
1100.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,18640.0,1055.0,-5.36%,0.0,373.0,2000.0,0.0,53533.0,,
1101.0,삼성 미국 대형 가치주 ETN,18575.0,0.0,0.00%,0.0,372.0,2000.0,0.0,0.0,,
1102.0,KODEX 200미국채혼합,11870.0,5.0,+0.04%,0.0,370.0,3120.0,0.09,17751.0,,
1103.0,KODEX 미국채울트라30년선물(H),8575.0,15.0,+0.18%,0.0,369.0,4300.0,0.0,147496.0,,
1104.0,삼성 코스피 200 ETN,7365.0,90.0,+1.24%,0.0,368.0,5000.0,0.0,406.0,,
1105.0,TIMEFOLIO Kstock액티브,7495.0,55.0,+0.74%,0.0,367.0,4900.0,0.0,2255.0,,
1106.0,세우글로벌,1275.0,30.0,-2.30%,500.0,366.0,28705.0,3.57,98130.0,20.56,
1107.0,TRUE 코스피 200 ETN,7300.0,30.0,+0.41%,0.0,365.0,5000.0,0.0,2.0,,
1108.0,KBSTAR 금융채액티브,97690.0,405.0,+0.42%,0.0,359.0,368.0,0.0,2.0,,
1109.0,미래에셋 레버리지 옥수수 선물 ETN,35655.0,1220.0,-3.31%,0.0,357.0,1000.0,0.0,412.0,,
1110.0,유엔젤,2700.0,60.0,-2.17%,500.0,356.0,13195.0,1.12,41512.0,44.26,33.1
1111.0,SOL 글로벌탄소배출권선물IHS(합성),11105.0,70.0,-0.63%,0.0,355.0,3200.0,0.16,7719.0,,
1112.0,TIGER 미국나스닥100레버리지(합성),8070.0,135.0,-1.65%,0.0,355.0,4400.0,3.43,1114414.0,,
1113.0,키움 미국달러선물 ETN,11710.0,50.0,-0.43%,0.0,351.0,3000.0,0.0,1.0,,
1114.0,KOSEF 미국방어배당성장나스닥,13460.0,140.0,+1.05%,0.0,350.0,2600.0,0.01,4059.0,,
1115.0,모두투어리츠,4460.0,0.0,0.00%,5000.0,349.0,7827.0,0.02,3825.0,3.08,4.85
1116.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,11610.0,40.0,-0.34%,0.0,348.0,3000.0,0.0,2678.0,,
1117.0,KOSEF 국고채3년,105145.0,115.0,-0.11%,0.0,347.0,330.0,0.0,48.0,,
1118.0,주연테크,586.0,17.0,-2.82%,200.0,347.0,59199.0,0.75,133403.0,-14.29,8.09
1119.0,삼성 미국 대형 성장주 ETN(H),17255.0,250.0,-1.43%,0.0,345.0,2000.0,0.0,64362.0,,
1120.0,유안타증권우,2670.0,50.0,-1.84%,5000.0,345.0,12912.0,0.25,3957.0,59.33,
1121.0,씨아이테크,789.0,36.0,-4.36%,500.0,344.0,43610.0,0.97,365622.0,12.93,-15.91
1122.0,남양유업우,205500.0,2000.0,-0.96%,5000.0,342.0,167.0,61.09,223.0,-2.95,
1123.0,TBH글로벌,1640.0,40.0,-2.38%,500.0,342.0,20857.0,2.89,36938.0,-2.32,-29.55
1124.0,에셋플러스 글로벌플랫폼액티브,5995.0,105.0,-1.72%,0.0,342.0,5700.0,0.11,16590.0,,
1125.0,TRUE 인버스 2X 구리 선물 ETN,33850.0,170.0,-0.50%,0.0,338.0,1000.0,0.0,901.0,,
1126.0,TIGER 코스피고배당,12370.0,70.0,+0.57%,0.0,338.0,2730.0,0.0,2002.0,,
1127.0,KODEX 국채선물10년,60330.0,885.0,+1.49%,0.0,337.0,558.0,0.01,68003.0,,
1128.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,9610.0,210.0,-2.14%,0.0,336.0,3500.0,0.0,56.0,,
1129.0,KODEX 증권,5090.0,70.0,+1.39%,0.0,336.0,6600.0,0.31,115268.0,,
1130.0,신한 레버리지 미국달러 선물 ETN,16750.0,240.0,-1.41%,0.0,335.0,2000.0,0.0,895.0,,
1131.0,두산퓨얼셀2우B,11200.0,50.0,-0.44%,100.0,334.0,2986.0,0.15,7607.0,94.92,
1132.0,녹십자홀딩스2우,39500.0,350.0,-0.88%,500.0,334.0,846.0,0.18,1571.0,60.49,
1133.0,TIGER 리츠부동산인프라채권TR KIS,4875.0,15.0,+0.31%,0.0,334.0,6850.0,0.0,8142.0,,
1134.0,KODEX 철강,7320.0,50.0,+0.69%,0.0,333.0,4550.0,0.13,227721.0,,
1135.0,SOL 미국S&P500,10720.0,65.0,-0.60%,0.0,332.0,3100.0,0.27,291886.0,,
1136.0,KODEX 미국배당프리미엄액티브,10015.0,15.0,+0.15%,0.0,330.0,3300.0,0.0,486808.0,,
1137.0,삼성 코스닥 150 ETN,6595.0,20.0,+0.30%,0.0,330.0,5000.0,0.0,1225.0,,
1138.0,KINDEX 삼성그룹섹터가중,13730.0,90.0,+0.66%,0.0,330.0,2400.0,0.0,237.0,,
1139.0,KODEX KRX기후변화솔루션,8670.0,90.0,+1.05%,0.0,329.0,3800.0,0.0,142.0,,
1140.0,미래에셋 인버스 2X 은 선물 ETN,32945.0,1375.0,+4.36%,0.0,329.0,1000.0,0.0,352.0,,
1141.0,미래에셋 코스닥150 Auto-KO-P 2212-01 ETN,16465.0,95.0,-0.57%,0.0,329.0,2000.0,0.0,4095.0,,
1142.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),32870.0,2975.0,-8.30%,0.0,329.0,1000.0,0.0,15105.0,,
1143.0,TIGER 인도니프티50레버리지(합성),26910.0,800.0,-2.89%,0.0,328.0,1220.0,0.0,1565.0,,
1144.0,신한 레버리지 금 선물 ETN,16400.0,35.0,-0.21%,0.0,328.0,2000.0,0.0,618.0,,
1145.0,QV S&P500 버퍼10% 9월 ETN,10930.0,0.0,0.00%,0.0,328.0,3000.0,0.0,0.0,,
1146.0,KODEX 코스피대형주,10565.0,25.0,+0.24%,0.0,328.0,3100.0,0.0,293.0,,
1147.0,대교우B,1685.0,10.0,+0.60%,500.0,327.0,19427.0,2.85,5743.0,-2.85,
1148.0,TIGER 원유선물인버스(H),3160.0,60.0,+1.94%,0.0,325.0,10300.0,0.0,740455.0,,
1149.0,TRUE 인버스 2X 은 선물 ETN,32520.0,810.0,+2.55%,0.0,325.0,1000.0,0.0,176531.0,,
1150.0,KODEX 바이오,7100.0,0.0,0.00%,0.0,324.0,4560.0,0.15,128684.0,,
1151.0,한성기업,5160.0,20.0,-0.39%,5000.0,320.0,6210.0,1.85,22702.0,-4.05,-15.8
1152.0,KODEX KRX300,13275.0,95.0,+0.72%,0.0,319.0,2400.0,0.0,695.0,,
1153.0,한솔PNS,1550.0,20.0,-1.27%,500.0,318.0,20493.0,1.96,34255.0,6.54,
1154.0,삼성 레버리지 China A50 선물 ETN(H),31715.0,1165.0,-3.54%,0.0,317.0,1000.0,0.0,111.0,,
1155.0,대신343 K200,28735.0,155.0,+0.54%,0.0,316.0,1100.0,0.06,5794.0,,
1156.0,제이준코스메틱,406.0,0.0,0.00%,500.0,313.0,76983.0,1.23,854455.0,-0.87,-63.88
1157.0,TIGER 농산물선물Enhanced(H),7950.0,75.0,-0.93%,0.0,310.0,3900.0,0.08,8351.0,,
1158.0,KBSTAR 게임테마,9375.0,110.0,-1.16%,0.0,309.0,3300.0,0.09,13372.0,,
1159.0,미래에셋 중국 심천 100 ETN,15440.0,115.0,-0.74%,0.0,309.0,2000.0,0.0,1.0,,
1160.0,미래에셋 K200 Auto-KO-P 2212-01 ETN,15310.0,145.0,-0.94%,0.0,306.0,2000.0,0.0,1720.0,,
1161.0,신한 레버리지 S&P500 선물 ETN,15270.0,25.0,-0.16%,0.0,305.0,2000.0,0.0,82.0,,
1162.0,BYC우,140000.0,500.0,+0.36%,5000.0,302.0,215.0,0.0,58.0,2.67,
1163.0,태원물산,3945.0,75.0,-1.87%,500.0,300.0,7600.0,1.76,13582.0,-65.75,0.26
1164.0,TIGER KRX기후변화솔루션,8670.0,35.0,+0.41%,0.0,299.0,3450.0,0.0,165.0,,
1165.0,미래에셋 원유선물혼합 ETN(H),29885.0,660.0,-2.16%,0.0,299.0,1000.0,0.0,7.0,,
1166.0,성문전자,1530.0,40.0,-2.55%,500.0,298.0,19487.0,1.96,83473.0,9.0,10.26
1167.0,진도,2395.0,5.0,-0.21%,500.0,298.0,12448.0,2.29,69389.0,7.0,3.61
1168.0,삼성 미국 대형 가치주 ETN(H),14890.0,30.0,+0.20%,0.0,298.0,2000.0,0.0,12.0,,
1169.0,KB 인버스 2X 항셍테크 선물 ETN,29625.0,950.0,+3.31%,0.0,296.0,1000.0,0.0,11531.0,,
1170.0,HANARO Fn전기&수소차,7395.0,5.0,-0.07%,0.0,296.0,4000.0,0.26,3461.0,,
1171.0,신한 구리 선물 ETN(H),14780.0,60.0,-0.40%,0.0,296.0,2000.0,0.0,11.0,,
1172.0,대한항공우,26600.0,0.0,0.00%,5000.0,295.0,1111.0,1.35,721.0,6.22,
1173.0,하나 레버리지 옥수수 선물 ETN(H),29505.0,630.0,-2.09%,0.0,295.0,1000.0,0.0,162.0,,
1174.0,KINDEX 미국친환경그린테마INDXX,10535.0,45.0,-0.43%,0.0,295.0,2800.0,0.12,5164.0,,
1175.0,KB 레버리지 S&P 500 선물 ETN(H),7360.0,5.0,-0.07%,0.0,294.0,4000.0,0.0,1508.0,,
1176.0,삼성 China A50 선물 ETN(H),14690.0,195.0,-1.31%,0.0,294.0,2000.0,0.0,11.0,,
1177.0,체시스,918.0,14.0,+1.55%,500.0,294.0,32000.0,0.35,150967.0,-6.24,-15.16
1178.0,TIGER S&P글로벌헬스케어(합성),19550.0,165.0,+0.85%,0.0,293.0,1500.0,0.0,2397.0,,
1179.0,QV 코스피 200 ETN,29245.0,155.0,+0.53%,0.0,292.0,1000.0,0.0,3.0,,
1180.0,TIGER 미국나스닥100커버드콜(합성),9690.0,135.0,-1.37%,0.0,291.0,3000.0,1.61,264470.0,,
1181.0,KOSEF 미국달러선물,15030.0,120.0,-0.79%,0.0,290.0,1930.0,0.1,71951.0,,
1182.0,SOL 미국S&P500ESG,10000.0,40.0,-0.40%,0.0,290.0,2900.0,0.0,4840.0,,
1183.0,TIGER 원유선물Enhanced(H),4825.0,105.0,-2.13%,0.0,287.0,5950.0,0.0,69104.0,,
1184.0,금호전기,1040.0,95.0,-8.37%,500.0,287.0,27554.0,0.0,614354.0,-1.26,-41.79
1185.0,삼화전자,2740.0,40.0,+1.48%,1000.0,287.0,10458.0,5.14,7422.0,-4.7,-34.76
1186.0,TIGER 탄소효율그린뉴딜,7090.0,40.0,+0.57%,0.0,284.0,4000.0,0.0,2085.0,,
1187.0,TRUE 인버스 2X 금 선물 ETN,28100.0,105.0,-0.37%,0.0,281.0,1000.0,0.0,2.0,,
1188.0,하나 레버리지 콩 선물 ETN(H),28000.0,85.0,-0.30%,0.0,280.0,1000.0,0.0,72.0,,
1189.0,한국주강,2460.0,210.0,-7.87%,500.0,278.0,11309.0,4.42,96982.0,27.03,-6.26
1190.0,QV 인버스 레버리지 구리 선물 ETN(H),27735.0,0.0,0.00%,0.0,277.0,1000.0,0.0,0.0,,
1191.0,신한 브렌트원유 선물 ETN(H),13845.0,285.0,-2.02%,0.0,277.0,2000.0,0.0,32.0,,
1192.0,하나 인버스 2X 구리 선물 ETN(H),27620.0,0.0,0.00%,0.0,276.0,1000.0,0.0,0.0,,
1193.0,메리츠 인버스 2X 구리 선물 ETN(H),27560.0,200.0,-0.72%,0.0,276.0,1000.0,0.0,94.0,,
1194.0,KODEX 미국S&P에너지(합성),13150.0,210.0,-1.57%,0.0,275.0,2094.0,1.44,38657.0,,
1195.0,TIGER 차이나CSI300인버스(합성),8580.0,90.0,+1.06%,0.0,275.0,3200.0,0.0,7016.0,,
1196.0,ARIRANG 미국장기우량회사채,86955.0,1680.0,-1.90%,0.0,274.0,315.0,0.0,928.0,,
1197.0,TIGER KRX인터넷K-뉴딜,3750.0,5.0,-0.13%,0.0,274.0,7300.0,0.02,81253.0,,
1198.0,세방우,7360.0,0.0,0.00%,500.0,272.0,3689.0,9.17,25.0,2.96,
1199.0,KINDEX 국고채3년,100445.0,510.0,+0.51%,0.0,271.0,270.0,0.0,8.0,,
1200.0,KODEX IT,15035.0,160.0,+1.08%,0.0,271.0,1800.0,0.0,794.0,,
1201.0,삼성 레버리지 은 선물 ETN(H),9000.0,265.0,-2.86%,0.0,270.0,3000.0,0.0,108239.0,,
1202.0,미래에셋 에너지화학 Core5 ETN,13470.0,0.0,0.00%,0.0,269.0,2000.0,0.0,0.0,,
1203.0,삼성 KRX 금현물 ETN,13415.0,85.0,-0.63%,0.0,268.0,2000.0,0.0,84.0,,
1204.0,메리츠 레버리지 대표 농산물 선물 ETN(H),26650.0,995.0,-3.60%,0.0,266.0,1000.0,0.0,1781.0,,
